pdv,cupom,pco,desconto,pcotot,descontotot,qtd,data_ins,hora,ts_referencia,data,produto,cod_loja
15293,99737,"41,03","0,0","40,86","0,0",1.000,2019-12-23 22:01:02.950,21:51:14,2021-01-22 16:04:32.195,2019-12-23,3109710,95
15092,1813,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:01:02.613,20:47:46,2021-01-22 16:04:32.195,2019-12-23,3109862,106
15094,1894,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:11:02.080,21:00:52,2021-01-22 16:04:32.195,2019-12-23,3109862,106
14993,20964,"7,03","0,0","6,86","0,0",1.000,2019-12-23 19:45:02.913,18:28:20,2021-01-22 16:04:32.195,2019-12-23,3108683,104
15093,1783,"11,530000000000001","0,0","11,36","0,0",1.000,2019-12-23 09:23:01.957,09:05:28,2021-01-22 16:04:32.195,2019-12-23,3071480,92
15092,1897,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 18:51:02.850,18:17:05,2021-01-22 16:04:32.195,2019-12-23,3113746,91
14990,10528,"12,030000000000001","0,0","11,86","0,0",1.000,2019-12-23 16:51:02.557,15:37:01,2021-01-22 16:04:32.195,2019-12-23,3113198,97
14791,102793,"3,0300000000000002","0,0","2,86","0,0",1.000,2019-12-23 15:29:02.720,14:22:27,2021-01-22 16:04:32.195,2019-12-23,3099188,100
14796,60086,"3,0300000000000002","0,0","2,86","0,0",1.000,2019-12-23 15:51:02.277,15:18:15,2021-01-22 16:04:32.195,2019-12-23,3099188,100
15091,2053,"4,37","2,53","4,2","2,98",1.000,2019-12-23 22:01:02.950,21:52:36,2021-01-22 16:04:32.195,2019-12-23,3109948,89
14796,60086,"3,0300000000000002","0,0","2,86","0,0",1.000,2019-12-23 15:51:02.277,15:18:17,2021-01-22 16:04:32.195,2019-12-23,3099188,100
15297,186096,"6,03","0,0","5,86","0,0",1.000,2019-12-23 23:33:03.987,23:20:42,2021-01-22 16:04:32.195,2019-12-23,3122536,95
14794,403245,"3,0300000000000002","0,0","2,86","0,0",1.000,2019-12-23 19:23:02.093,19:00:57,2021-01-22 16:04:32.195,2019-12-23,2987764,93
14794,403245,"3,0300000000000002","0,0","2,86","0,0",1.000,2019-12-23 19:23:02.093,19:01:00,2021-01-22 16:04:32.195,2019-12-23,2987764,93
14794,403248,"3,0300000000000002","0,0","2,86","0,0",1.000,2019-12-23 19:23:02.093,19:07:10,2021-01-22 16:04:32.195,2019-12-23,2987764,93
14794,403248,"3,0300000000000002","0,0","2,86","0,0",1.000,2019-12-23 19:23:02.093,19:07:15,2021-01-22 16:04:32.195,2019-12-23,2987764,93
15091,1840,"9,030000000000001","0,0","8,86","0,0",1.000,2019-12-23 15:41:02.960,15:00:47,2021-01-22 16:04:32.195,2019-12-23,2966373,105
15091,1833,"4,37","2,53","4,2","2,98",1.000,2019-12-23 17:43:02.383,17:26:42,2021-01-22 16:04:32.195,2019-12-23,3122116,106
15096,1838,"4,37","2,53","4,2","2,98",1.000,2019-12-23 17:43:02.383,17:28:04,2021-01-22 16:04:32.195,2019-12-23,3122116,106
15095,1750,"4,37","2,53","4,2","2,98",1.000,2019-12-23 16:03:04.687,15:49:00,2021-01-22 16:04:32.195,2019-12-23,3109861,106
15090,2106,"4,37","2,53","4,2","2,98",1.000,2019-12-23 23:13:02.557,22:56:24,2021-01-22 16:04:32.195,2019-12-23,3109948,111
15095,1760,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 12:53:02.573,10:39:35,2021-01-22 16:04:32.195,2019-12-23,3129884,114
14998,174931,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 12:13:02.133,10:35:00,2021-01-22 16:04:32.195,2019-12-23,3129467,99
15095,1745,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 12:33:04.787,09:40:38,2021-01-22 16:04:32.195,2019-12-23,2886374,114
14790,73715,"8,54","3,3600000000000003","8,37","3,8100000000000005",1.000,2019-12-23 16:33:04.807,16:12:17,2021-01-22 16:04:32.195,2019-12-23,3127531,83
15096,1752,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 11:21:02.120,11:07:10,2021-01-22 16:04:32.195,2019-12-23,3129894,84
15093,1794,"4,37","2,53","4,2","2,98",1.000,2019-12-23 14:41:02.647,14:33:11,2021-01-22 16:04:32.195,2019-12-23,3109861,85
15090,1919,"19,029999999999998","0,0","18,86","0,0",1.000,2019-12-23 21:11:02.080,20:56:29,2021-01-22 16:04:32.195,2019-12-23,3113815,110
15094,1797,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:11:02.080,20:58:04,2021-01-22 16:04:32.195,2019-12-23,3109861,88
15093,1980,"4,37","2,53","4,2","2,98",1.000,2019-12-23 18:51:02.850,18:06:41,2021-01-22 16:04:32.195,2019-12-23,3109861,106
15092,1756,"4,37","2,53","4,2","2,98",1.000,2019-12-23 18:51:02.850,18:41:05,2021-01-22 16:04:32.195,2019-12-23,3109861,106
15093,1834,"4,37","2,53","4,2","2,98",1.000,2019-12-23 18:51:02.850,18:35:49,2021-01-22 16:04:32.195,2019-12-23,3109861,107
15095,1963,"11,030000000000001","0,0","10,86","0,0",1.000,2019-12-23 20:03:04.783,19:48:10,2021-01-22 16:04:32.195,2019-12-23,3113198,103
14990,36680,"5,53","0,0","5,36","0,0",1.000,2019-12-23 18:51:02.850,17:41:30,2021-01-22 16:04:32.195,2019-12-23,3105623,99
14999,45897,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 22:43:02.550,21:21:50,2021-01-22 16:04:32.195,2019-12-23,2950508,97
15090,1967,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:15:01.990,19:55:31,2021-01-22 16:04:32.195,2019-12-23,3109861,82
15098,1801,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:21:02.327,20:09:16,2021-01-22 16:04:32.195,2019-12-23,3109861,88
15090,1986,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:01:02.613,20:49:51,2021-01-22 16:04:32.195,2019-12-23,3109861,82
15097,1842,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:01:02.613,20:53:12,2021-01-22 16:04:32.195,2019-12-23,3109861,88
15092,1820,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:21:02.427,21:04:48,2021-01-22 16:04:32.195,2019-12-23,3109861,106
15092,1821,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:21:02.427,21:10:41,2021-01-22 16:04:32.195,2019-12-23,3109861,106
15091,1963,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:21:02.427,21:11:53,2021-01-22 16:04:32.195,2019-12-23,3109861,106
15103,1802,"60,94","0,0","60,769999999999996","0,0",1.000,2019-12-23 20:15:01.990,19:52:40,2021-01-22 16:04:32.195,2019-12-23,3104434,89
15096,1899,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:45:02.210,21:21:20,2021-01-22 16:04:32.195,2019-12-23,3109861,106
15096,1905,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:53:02.573,21:39:46,2021-01-22 16:04:32.195,2019-12-23,3109861,106
15092,1870,"8,54","3,3600000000000003","8,37","3,8100000000000005",1.000,2019-12-23 17:53:02.847,17:37:48,2021-01-22 16:04:32.195,2019-12-23,3130155,92
15090,2015,"4,37","2,53","4,2","2,98",1.000,2019-12-23 23:13:02.557,22:55:14,2021-01-22 16:04:32.195,2019-12-23,3109861,84
15100,1930,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 23:53:02.103,23:37:34,2021-01-22 16:04:32.195,2019-12-23,3113746,82
15098,1920,"4,37","2,53","4,2","2,98",1.000,2019-12-23 19:23:02.093,19:11:36,2021-01-22 16:04:32.195,2019-12-23,3109948,89
15297,185913,"6,03","0,0","5,86","0,0",1.000,2019-12-23 13:53:02.743,13:37:19,2021-01-22 16:04:32.195,2019-12-23,988913,95
15090,1770,"6,03","0,0","5,86","0,0",1.000,2019-12-23 14:33:04.523,14:16:54,2021-01-22 16:04:32.195,2019-12-23,988913,103
15096,1804,"3,33","0,0","3,16","0,0",1.000,2019-12-23 16:33:04.807,16:19:30,2021-01-22 16:04:32.195,2019-12-23,3106924,107
15092,1919,"36,03","0,0","35,86","0,0",1.000,2019-12-23 21:45:02.210,21:31:16,2021-01-22 16:04:32.195,2019-12-23,1011323,103
15094,1909,"4,37","2,53","4,2","2,98",1.000,2019-12-23 19:03:04.833,18:44:23,2021-01-22 16:04:32.195,2019-12-23,3109861,89
15093,1940,"4,37","2,53","4,2","2,98",1.000,2019-12-23 19:11:02.630,19:03:41,2021-01-22 16:04:32.195,2019-12-23,3109861,82
15096,1870,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:15:01.990,20:01:26,2021-01-22 16:04:32.195,2019-12-23,3109861,106
15292,154570,"6,03","0,0","5,86","0,0",1.000,2019-12-23 20:31:02.577,20:22:08,2021-01-22 16:04:32.195,2019-12-23,3122490,95
15092,1752,"91,03","0,0","90,86","0,0",1.000,2019-12-23 11:13:02.867,10:55:42,2021-01-22 16:04:32.195,2019-12-23,2945112,85
15094,1809,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:45:02.210,21:25:06,2021-01-22 16:04:32.195,2019-12-23,3109861,88
15292,154359,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 12:13:02.133,11:38:58,2021-01-22 16:04:32.195,2019-12-23,3113746,95
15297,185878,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 12:13:02.133,11:42:47,2021-01-22 16:04:32.195,2019-12-23,3113746,95
15091,1868,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:01:02.613,20:48:11,2021-01-22 16:04:32.195,2019-12-23,3109861,107
15094,1768,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:41:02.130,12:28:40,2021-01-22 16:04:32.195,2019-12-23,3119701,91
15101,1837,"4,37","2,53","4,2","2,98",1.000,2019-12-23 15:41:02.960,15:05:54,2021-01-22 16:04:32.195,2019-12-23,3109861,82
14992,173339,"7,03","0,0","6,86","0,0",1.000,2019-12-23 21:45:02.210,20:28:31,2021-01-22 16:04:32.195,2019-12-23,3113513,97
14994,12527,"24,029999999999998","0,0","23,86","0,0",1.000,2019-12-23 22:23:02.707,21:03:25,2021-01-22 16:04:32.195,2019-12-23,3116780,99
15092,1797,"4,37","2,53","4,2","2,98",1.000,2019-12-23 15:41:02.960,15:32:01,2021-01-22 16:04:32.195,2019-12-23,3109948,82
14990,55904,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 14:21:02.857,13:05:02,2021-01-22 16:04:32.195,2019-12-23,3129884,108
14993,178369,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 14:21:02.857,13:09:16,2021-01-22 16:04:32.195,2019-12-23,3129884,108
24788,4263947,"16,03","0,0","15,86","0,0",1.000,2019-12-23 23:56:16.067,23:59:16,2021-01-22 16:04:32.195,2019-12-23,3108416,107
15302,95039,"6,03","0,0","5,86","0,0",1.000,2019-12-23 00:13:02.717,00:01:57,2021-01-22 16:04:32.195,2019-12-23,3109948,95
14795,81448,"21,029999999999998","0,0","20,86","0,0",1.000,2019-12-23 15:33:04.703,14:36:07,2021-01-22 16:04:32.195,2019-12-23,2851568,86
14796,426141,"21,029999999999998","0,0","20,86","0,0",1.000,2019-12-23 15:33:04.703,14:57:17,2021-01-22 16:04:32.195,2019-12-23,2851568,87
14793,90040,"21,029999999999998","0,0","20,86","0,0",1.000,2019-12-23 15:33:04.703,15:08:53,2021-01-22 16:04:32.195,2019-12-23,2851568,87
15092,1846,"21,029999999999998","0,0","20,86","0,0",1.000,2019-12-23 15:33:04.703,14:50:18,2021-01-22 16:04:32.195,2019-12-23,2851568,90
15090,1755,"4,04","2,86","3,87","3,31",1.000,2019-12-23 14:41:02.647,14:25:44,2021-01-22 16:04:32.195,2019-12-23,3109862,88
15090,1755,"4,04","2,86","3,87","3,31",1.000,2019-12-23 14:41:02.647,14:25:44,2021-01-22 16:04:32.195,2019-12-23,3109861,88
15101,1817,"1,1400000000000001","80,67","0,97","81,11999999999999",1.000,2019-12-23 21:01:02.613,20:47:56,2021-01-22 16:04:32.195,2019-12-23,3099755,84
15292,154499,"9,030000000000001","0,0","8,86","0,0",1.000,2019-12-23 17:13:02.247,17:02:08,2021-01-22 16:04:32.195,2019-12-23,3128885,95
14793,486341,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 21:31:02.760,21:04:59,2021-01-22 16:04:32.195,2019-12-23,2995858,93
14792,480986,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 21:45:02.210,21:12:36,2021-01-22 16:04:32.195,2019-12-23,2995858,93
14794,403315,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 21:45:02.210,21:13:13,2021-01-22 16:04:32.195,2019-12-23,2995858,93
15097,1896,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 18:51:02.850,18:36:48,2021-01-22 16:04:32.195,2019-12-23,3108427,89
15090,1993,"16,03","0,0","15,86","0,0",1.000,2019-12-23 21:21:02.427,21:06:50,2021-01-22 16:04:32.195,2019-12-23,2987128,82
15096,1791,"27,029999999999998","0,0","26,86","0,0",1.000,2019-12-23 15:29:02.720,14:33:15,2021-01-22 16:04:32.195,2019-12-23,3073455,106
14791,275947,"2,38","4,02","2,21","4,47",1.000,2019-12-23 13:01:02.980,12:43:32,2021-01-22 16:04:32.195,2019-12-23,3100448,86
14791,275947,"2,38","4,02","2,21","4,47",1.000,2019-12-23 13:01:02.980,12:43:39,2021-01-22 16:04:32.195,2019-12-23,3100448,86
14796,75152,"2,5300000000000002","3,87","2,36","4,32",1.000,2019-12-23 13:53:02.743,13:22:58,2021-01-22 16:04:32.195,2019-12-23,3100448,86
14795,81416,"2,5300000000000002","3,87","2,36","4,32",1.000,2019-12-23 13:53:02.743,13:23:39,2021-01-22 16:04:32.195,2019-12-23,3100448,86
14993,22935,"6,03","0,0","5,86","0,0",1.000,2019-12-23 18:51:02.850,16:57:26,2021-01-22 16:04:32.195,2019-12-23,3109948,99
14999,10359,"6,03","0,0","5,86","0,0",1.000,2019-12-23 18:51:02.850,17:16:20,2021-01-22 16:04:32.195,2019-12-23,3109948,99
14999,10368,"6,03","0,0","5,86","0,0",1.000,2019-12-23 18:51:02.850,17:36:48,2021-01-22 16:04:32.195,2019-12-23,3109948,99
15095,1775,"71,03","0,0","70,86","0,0",1.000,2019-12-23 12:13:02.133,11:56:36,2021-01-22 16:04:32.195,2019-12-23,3031000,88
15293,99761,"6,03","0,0","5,86","0,0",1.000,2019-12-23 23:41:02.493,23:24:11,2021-01-22 16:04:32.195,2019-12-23,3109861,95
15090,1912,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:53:02.350,20:33:17,2021-01-22 16:04:32.195,2019-12-23,3109861,110
15293,99718,"6,03","0,0","5,86","0,0",1.000,2019-12-23 20:21:02.327,20:08:15,2021-01-22 16:04:32.195,2019-12-23,3109861,95
15294,235181,"9,030000000000001","0,0","8,86","0,0",1.000,2019-12-23 22:43:02.550,22:27:22,2021-01-22 16:04:32.195,2019-12-23,3128875,95
14799,229084,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 22:51:02.700,22:27:06,2021-01-22 16:04:32.195,2019-12-23,2995858,94
14799,229085,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 22:51:02.700,22:29:01,2021-01-22 16:04:32.195,2019-12-23,2995858,94
14799,229085,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 22:51:02.700,22:29:05,2021-01-22 16:04:32.195,2019-12-23,2995858,94
14799,229085,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 22:51:02.700,22:29:08,2021-01-22 16:04:32.195,2019-12-23,2995858,94
14801,267765,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 12:13:02.133,11:22:50,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14801,267765,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 12:13:02.133,11:22:51,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14801,267765,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 12:13:02.133,11:22:52,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14801,267783,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 12:13:02.133,11:43:42,2021-01-22 16:04:32.195,2019-12-23,3113746,94
15093,1766,"17,03","0,0","16,86","0,0",1.000,2019-12-23 11:01:02.240,10:48:33,2021-01-22 16:04:32.195,2019-12-23,2994016,82
14998,183596,"6,03","0,0","5,86","0,0",1.000,2019-12-23 18:51:02.850,16:58:53,2021-01-22 16:04:32.195,2019-12-23,988913,104
15091,1928,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 21:53:02.573,20:30:51,2021-01-22 16:04:32.195,2019-12-23,2950512,109
14990,55870,"14,030000000000001","0,0","13,86","0,0",1.000,2019-12-23 13:13:02.313,11:55:23,2021-01-22 16:04:32.195,2019-12-23,2987128,108
15092,1878,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 18:51:02.850,18:09:49,2021-01-22 16:04:32.195,2019-12-23,3129884,92
15099,1808,"3,0300000000000002","0,0","2,86","0,0",1.000,2019-12-23 13:33:03.967,13:14:32,2021-01-22 16:04:32.195,2019-12-23,2987764,82
15090,1931,"11,030000000000001","0,0","10,86","0,0",1.000,2019-12-23 19:57:02.420,19:33:25,2021-01-22 16:04:32.195,2019-12-23,3096280,91
15096,1786,"4,37","2,53","4,2","2,98",1.000,2019-12-23 14:33:04.523,14:19:12,2021-01-22 16:04:32.195,2019-12-23,3109861,91
15093,1828,"4,37","2,53","4,2","2,98",1.000,2019-12-23 14:33:04.523,14:17:36,2021-01-22 16:04:32.195,2019-12-23,3109861,105
15094,1789,"4,37","2,53","4,2","2,98",1.000,2019-12-23 14:41:02.647,14:29:02,2021-01-22 16:04:32.195,2019-12-23,3109861,85
15091,1880,"4,37","2,53","4,2","2,98",1.000,2019-12-23 14:41:02.647,14:27:13,2021-01-22 16:04:32.195,2019-12-23,3109861,90
15004,5854,"105,34","0,0","105,17","0,0",1.000,2019-12-23 18:51:02.850,17:23:53,2021-01-22 16:04:32.195,2019-12-23,3111572,99
15091,1762,"4,37","2,53","4,2","2,98",1.000,2019-12-23 10:53:02.037,10:34:51,2021-01-22 16:04:32.195,2019-12-23,3109948,88
14991,105797,"6,03","0,0","5,86","0,0",1.000,2019-12-23 13:13:02.313,12:00:27,2021-01-22 16:04:32.195,2019-12-23,3109948,104
14801,267762,"12,030000000000001","0,0","11,86","0,0",1.000,2019-12-23 12:05:02.867,11:19:45,2021-01-22 16:04:32.195,2019-12-23,3113198,94
14993,178439,"24,029999999999998","0,0","23,86","0,0",1.000,2019-12-23 18:51:02.850,17:36:16,2021-01-22 16:04:32.195,2019-12-23,3116780,108
15093,1774,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 11:01:02.240,10:46:52,2021-01-22 16:04:32.195,2019-12-23,3129884,106
15095,1767,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 11:21:02.120,11:03:33,2021-01-22 16:04:32.195,2019-12-23,3129884,89
15099,1757,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 11:33:04.497,11:23:15,2021-01-22 16:04:32.195,2019-12-23,3129884,82
15093,1934,"4,37","2,53","4,2","2,98",1.000,2019-12-23 17:01:02.890,16:49:42,2021-01-22 16:04:32.195,2019-12-23,3124362,106
15093,1944,"4,37","2,53","4,2","2,98",1.000,2019-12-23 17:25:02.750,17:04:51,2021-01-22 16:04:32.195,2019-12-23,3124362,106
15094,1808,"3,0300000000000002","0,0","2,86","0,0",1.000,2019-12-23 23:41:02.493,23:24:26,2021-01-22 16:04:32.195,2019-12-23,3116320,110
15094,1800,"4,37","2,53","4,2","2,98",1.000,2019-12-23 15:33:04.703,14:44:56,2021-01-22 16:04:32.195,2019-12-23,3109861,85
15097,1893,"4,37","2,53","4,2","2,98",1.000,2019-12-23 23:21:02.857,23:03:51,2021-01-22 16:04:32.195,2019-12-23,3109861,88
14997,180778,"71,03","0,0","70,86","0,0",1.000,2019-12-23 09:33:05.347,08:20:48,2021-01-22 16:04:32.195,2019-12-23,3031000,108
15096,1810,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 15:41:02.960,15:15:28,2021-01-22 16:04:32.195,2019-12-23,3129894,106
15091,1803,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 15:41:02.960,15:26:59,2021-01-22 16:04:32.195,2019-12-23,3129894,107
14793,165449,"11,030000000000001","0,0","10,86","0,0",1.000,2019-12-23 16:43:02.247,16:16:01,2021-01-22 16:04:32.195,2019-12-23,2989314,100
14793,165449,"11,030000000000001","0,0","10,86","0,0",1.000,2019-12-23 16:43:02.247,16:16:03,2021-01-22 16:04:32.195,2019-12-23,2989314,100
14995,2674,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 14:41:02.647,13:27:15,2021-01-22 16:04:32.195,2019-12-23,3100447,108
14993,178421,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 18:51:02.850,16:59:52,2021-01-22 16:04:32.195,2019-12-23,3129884,108
14992,6457,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 18:51:02.850,17:08:24,2021-01-22 16:04:32.195,2019-12-23,3129884,108
14995,2759,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 18:51:02.850,17:09:15,2021-01-22 16:04:32.195,2019-12-23,3129884,108
14993,178429,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 18:51:02.850,17:19:09,2021-01-22 16:04:32.195,2019-12-23,3129884,108
14992,6461,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 18:51:02.850,17:19:45,2021-01-22 16:04:32.195,2019-12-23,3129884,108
15096,1837,"3,5300000000000002","0,0","3,3600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:25:04,2021-01-22 16:04:32.195,2019-12-23,2886287,107
15292,154617,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 22:43:02.550,22:27:06,2021-01-22 16:04:32.195,2019-12-23,3113746,95
14998,183721,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 22:43:02.550,21:27:30,2021-01-22 16:04:32.195,2019-12-23,3113746,104
15292,154623,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 23:01:02.033,22:44:59,2021-01-22 16:04:32.195,2019-12-23,3113746,95
14995,3031,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 23:01:02.033,21:53:42,2021-01-22 16:04:32.195,2019-12-23,3113746,104
14991,40165,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 23:21:02.857,22:07:54,2021-01-22 16:04:32.195,2019-12-23,3113746,97
15095,1872,"4,37","2,53","4,2","2,98",1.000,2019-12-23 23:13:02.557,22:54:37,2021-01-22 16:04:32.195,2019-12-23,3109862,106
15290,65407,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:13:02.133,12:00:11,2021-01-22 16:04:32.195,2019-12-23,3122537,95
15099,1836,"26,029999999999998","0,0","25,86","0,0",1.000,2019-12-23 14:33:04.523,14:24:10,2021-01-22 16:04:32.195,2019-12-23,1011284,82
14791,102752,"11,030000000000001","0,0","10,86","0,0",1.000,2019-12-23 13:21:03.237,12:58:09,2021-01-22 16:04:32.195,2019-12-23,3129726,100
15097,1773,"17,03","0,0","16,86","0,0",1.000,2019-12-23 16:43:02.247,16:27:15,2021-01-22 16:04:32.195,2019-12-23,3100157,85
15094,1901,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:15:01.990,20:03:08,2021-01-22 16:04:32.195,2019-12-23,3109861,91
24788,4263958,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 23:56:16.067,23:59:16,2021-01-22 16:04:32.195,2019-12-23,3108427,107
15093,1894,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:41:02.987,20:31:22,2021-01-22 16:04:32.195,2019-12-23,3109861,85
15090,1745,"150,04","0,0","149,87","0,0",1.000,2019-12-23 13:41:02.270,13:30:03,2021-01-22 16:04:32.195,2019-12-23,3103319,84
14995,2976,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 21:31:02.760,20:19:43,2021-01-22 16:04:32.195,2019-12-23,3129894,104
15090,1815,"4,37","2,53","4,2","2,98",1.000,2019-12-23 12:13:02.133,11:52:07,2021-01-22 16:04:32.195,2019-12-23,3109948,92
15091,1811,"4,37","2,53","4,2","2,98",1.000,2019-12-23 12:33:04.787,12:23:11,2021-01-22 16:04:32.195,2019-12-23,3109948,88
14802,168171,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 21:45:02.210,21:12:30,2021-01-22 16:04:32.195,2019-12-23,3113732,94
15090,1823,"4,37","2,53","4,2","2,98",1.000,2019-12-23 18:51:02.850,18:06:49,2021-01-22 16:04:32.195,2019-12-23,3109948,88
15299,26222,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 15:41:02.960,15:23:13,2021-01-22 16:04:32.195,2019-12-23,3113746,95
15292,154455,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 15:41:02.960,15:28:25,2021-01-22 16:04:32.195,2019-12-23,3113746,95
14993,23029,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 22:43:02.550,21:24:59,2021-01-22 16:04:32.195,2019-12-23,3113746,99
14801,267835,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 13:21:03.237,13:02:49,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14801,267835,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 13:21:03.237,13:02:50,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14801,267835,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 13:21:03.237,13:02:52,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14801,267836,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 13:21:03.237,13:04:32,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14801,267836,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 13:21:03.237,13:04:33,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14801,267836,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 13:21:03.237,13:04:34,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14792,480657,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 12:13:02.133,11:34:29,2021-01-22 16:04:32.195,2019-12-23,2995858,93
14791,136647,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 12:13:02.133,11:23:34,2021-01-22 16:04:32.195,2019-12-23,3129894,83
14791,136647,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 12:13:02.133,11:23:36,2021-01-22 16:04:32.195,2019-12-23,3129894,83
14796,204847,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 12:13:02.133,11:31:59,2021-01-22 16:04:32.195,2019-12-23,3129894,83
14794,219491,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 12:13:02.133,11:35:40,2021-01-22 16:04:32.195,2019-12-23,3129894,83
14794,403089,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 13:13:02.313,12:42:03,2021-01-22 16:04:32.195,2019-12-23,3129894,93
14794,403123,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 14:33:04.523,14:03:51,2021-01-22 16:04:32.195,2019-12-23,3129894,93
14794,403123,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 14:33:04.523,14:03:52,2021-01-22 16:04:32.195,2019-12-23,3129894,93
