pdv,cupom,pco,desconto,pcotot,descontotot,qtd,data_ins,hora,ts_referencia,data,produto,cod_loja
15092,1770,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 12:53:02.573,12:36:06,2021-01-22 16:04:32.195,2019-12-23,3129894,107
15094,1759,"4,37","2,53","4,2","2,98",1.000,2019-12-23 11:33:04.497,11:21:35,2021-01-22 16:04:32.195,2019-12-23,3109861,89
15092,1771,"4,37","2,53","4,2","2,98",1.000,2019-12-23 11:33:04.497,11:19:38,2021-01-22 16:04:32.195,2019-12-23,3109861,92
15097,1791,"6,03","0,0","5,86","0,0",1.000,2019-12-23 18:51:02.850,18:39:25,2021-01-22 16:04:32.195,2019-12-23,3122460,88
14793,165345,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 12:53:02.573,12:22:46,2021-01-22 16:04:32.195,2019-12-23,3113746,100
14995,2848,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 21:53:02.573,20:42:10,2021-01-22 16:04:32.195,2019-12-23,3129884,108
14992,6549,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 22:01:02.950,20:50:42,2021-01-22 16:04:32.195,2019-12-23,3129884,108
15096,1909,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 22:13:02.317,21:54:00,2021-01-22 16:04:32.195,2019-12-23,3129884,106
14992,6550,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 22:13:02.317,20:54:46,2021-01-22 16:04:32.195,2019-12-23,3129884,108
14801,267746,"3,5300000000000002","0,0","3,3600000000000003","0,0",1.000,2019-12-23 11:21:02.120,10:55:48,2021-01-22 16:04:32.195,2019-12-23,2864488,94
14999,45909,"21,029999999999998","0,0","20,86","0,0",1.000,2019-12-23 23:33:03.987,22:15:23,2021-01-22 16:04:32.195,2019-12-23,2851568,97
15093,1995,"4,37","2,53","4,2","2,98",1.000,2019-12-23 18:51:02.850,18:31:46,2021-01-22 16:04:32.195,2019-12-23,3109948,106
15093,1808,"3,0300000000000002","0,0","2,86","0,0",1.000,2019-12-23 16:43:02.247,16:27:23,2021-01-22 16:04:32.195,2019-12-23,3119277,103
15295,60070,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 12:41:02.130,12:28:27,2021-01-22 16:04:32.195,2019-12-23,3113746,95
15292,154418,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 14:33:04.523,14:15:40,2021-01-22 16:04:32.195,2019-12-23,3113746,95
14999,10264,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 13:41:02.270,12:26:15,2021-01-22 16:04:32.195,2019-12-23,3113746,99
15093,1767,"4,37","2,53","4,2","2,98",1.000,2019-12-23 14:13:02.523,14:00:37,2021-01-22 16:04:32.195,2019-12-23,3109861,85
15097,1775,"4,37","2,53","4,2","2,98",1.000,2019-12-23 14:13:02.523,13:56:21,2021-01-22 16:04:32.195,2019-12-23,3109861,91
15101,1848,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 15:51:02.277,15:31:48,2021-01-22 16:04:32.195,2019-12-23,3113746,82
15094,1806,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:31:02.760,21:17:40,2021-01-22 16:04:32.195,2019-12-23,3109861,88
15090,1791,"4,37","2,53","4,2","2,98",1.000,2019-12-23 10:23:02.950,10:10:27,2021-01-22 16:04:32.195,2019-12-23,3109861,90
15093,1759,"4,37","2,53","4,2","2,98",1.000,2019-12-23 10:41:02.633,10:22:49,2021-01-22 16:04:32.195,2019-12-23,3109948,106
15095,1754,"4,37","2,53","4,2","2,98",1.000,2019-12-23 10:53:02.037,10:39:43,2021-01-22 16:04:32.195,2019-12-23,3109948,103
15090,1768,"4,37","2,53","4,2","2,98",1.000,2019-12-23 14:21:02.857,14:13:01,2021-01-22 16:04:32.195,2019-12-23,3109861,103
15094,1773,"4,37","2,53","4,2","2,98",1.000,2019-12-23 14:21:02.857,14:05:44,2021-01-22 16:04:32.195,2019-12-23,3109861,106
14997,23361,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 13:41:02.270,12:33:10,2021-01-22 16:04:32.195,2019-12-23,3113746,99
15093,1875,"4,37","2,53","4,2","2,98",1.000,2019-12-23 16:23:02.520,16:10:21,2021-01-22 16:04:32.195,2019-12-23,3109861,82
15093,2017,"21,029999999999998","0,0","20,86","0,0",1.000,2019-12-23 19:45:02.913,19:16:09,2021-01-22 16:04:32.195,2019-12-23,2851568,89
15093,1748,"6,03","0,0","5,86","0,0",1.000,2019-12-23 10:41:02.633,08:27:31,2021-01-22 16:04:32.195,2019-12-23,3109948,114
15097,1820,"7,03","0,0","6,86","0,0",1.000,2019-12-23 20:21:02.327,20:12:13,2021-01-22 16:04:32.195,2019-12-23,3126025,82
15091,1898,"4,37","2,53","4,2","2,98",1.000,2019-12-23 19:45:02.913,19:25:26,2021-01-22 16:04:32.195,2019-12-23,3109861,106
14998,174939,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:13:02.133,10:57:43,2021-01-22 16:04:32.195,2019-12-23,3109948,99
14990,55797,"6,03","0,0","5,86","0,0",1.000,2019-12-23 10:23:02.950,09:13:15,2021-01-22 16:04:32.195,2019-12-23,3109948,108
15094,1904,"6,03","0,0","5,86","0,0",1.000,2019-12-23 18:51:02.850,18:37:01,2021-01-22 16:04:32.195,2019-12-23,3109862,89
14998,174910,"6,03","0,0","5,86","0,0",1.000,2019-12-23 10:41:02.633,09:32:13,2021-01-22 16:04:32.195,2019-12-23,3109948,99
15091,1848,"4,37","2,53","4,2","2,98",1.000,2019-12-23 13:41:02.270,13:25:22,2021-01-22 16:04:32.195,2019-12-23,3109861,84
15099,1794,"4,37","2,53","4,2","2,98",1.000,2019-12-23 17:25:02.750,17:06:18,2021-01-22 16:04:32.195,2019-12-23,3109861,91
15097,1848,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:21:02.427,21:09:34,2021-01-22 16:04:32.195,2019-12-23,3109861,88
15092,1871,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:31:02.760,21:21:19,2021-01-22 16:04:32.195,2019-12-23,3109861,82
14793,486009,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 10:41:02.633,10:22:22,2021-01-22 16:04:32.195,2019-12-23,3113732,93
14793,486009,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 10:41:02.633,10:22:32,2021-01-22 16:04:32.195,2019-12-23,3113732,93
15096,1799,"4,37","2,53","4,2","2,98",1.000,2019-12-23 15:33:04.703,14:48:52,2021-01-22 16:04:32.195,2019-12-23,3124362,106
15096,1758,"4,37","2,53","4,2","2,98",1.000,2019-12-23 12:05:02.867,11:24:19,2021-01-22 16:04:32.195,2019-12-23,3109861,84
15092,1860,"53,03","0,0","52,86","0,0",1.000,2019-12-23 19:45:02.913,19:28:57,2021-01-22 16:04:32.195,2019-12-23,2981185,103
14997,180780,"21,029999999999998","0,0","20,86","0,0",1.000,2019-12-23 09:41:02.377,08:26:38,2021-01-22 16:04:32.195,2019-12-23,2851568,108
15095,1762,"4,37","2,53","4,2","2,98",1.000,2019-12-23 12:05:02.867,11:27:45,2021-01-22 16:04:32.195,2019-12-23,3109861,88
15091,1941,"4,37","2,53","4,2","2,98",1.000,2019-12-23 19:11:02.630,18:59:49,2021-01-22 16:04:32.195,2019-12-23,3109861,84
15094,1890,"4,37","2,53","4,2","2,98",1.000,2019-12-23 18:51:02.850,18:34:10,2021-01-22 16:04:32.195,2019-12-23,3109948,92
15094,1828,"6,03","0,0","5,86","0,0",1.000,2019-12-23 18:51:02.850,18:36:18,2021-01-22 16:04:32.195,2019-12-23,3122537,84
15095,1789,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:15:01.990,20:02:07,2021-01-22 16:04:32.195,2019-12-23,3109948,106
15093,1896,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:01:02.613,20:51:09,2021-01-22 16:04:32.195,2019-12-23,3109948,107
14993,130169,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 14:33:04.523,13:21:52,2021-01-22 16:04:32.195,2019-12-23,3113746,97
14793,90048,"9,030000000000001","0,0","8,86","0,0",1.000,2019-12-23 15:41:02.960,15:17:09,2021-01-22 16:04:32.195,2019-12-23,2966373,87
15092,1833,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 19:45:02.913,19:17:42,2021-01-22 16:04:32.195,2019-12-23,3108427,84
14992,6405,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 16:13:02.113,14:59:03,2021-01-22 16:04:32.195,2019-12-23,2886374,108
14790,73812,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:03:04.783,19:36:01,2021-01-22 16:04:32.195,2019-12-23,3109948,83
14794,219764,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:03:04.783,19:38:05,2021-01-22 16:04:32.195,2019-12-23,3109948,83
14791,136853,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:03:04.783,19:39:11,2021-01-22 16:04:32.195,2019-12-23,3109948,83
15093,1879,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:03:04.783,19:40:26,2021-01-22 16:04:32.195,2019-12-23,3109948,85
14796,75267,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:03:04.783,19:32:15,2021-01-22 16:04:32.195,2019-12-23,3109948,86
14790,219925,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:03:04.783,19:33:44,2021-01-22 16:04:32.195,2019-12-23,3109948,86
14793,90130,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:03:04.783,19:33:52,2021-01-22 16:04:32.195,2019-12-23,3109948,87
15090,1936,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:03:04.783,19:46:58,2021-01-22 16:04:32.195,2019-12-23,3109948,91
15096,1865,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:03:04.783,19:47:36,2021-01-22 16:04:32.195,2019-12-23,3109948,91
15090,1938,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:03:04.783,19:50:31,2021-01-22 16:04:32.195,2019-12-23,3109948,91
14797,104416,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:03:04.783,19:37:40,2021-01-22 16:04:32.195,2019-12-23,3109948,93
14802,168128,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:03:04.783,19:37:55,2021-01-22 16:04:32.195,2019-12-23,3109948,94
14791,136859,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:15:01.990,19:49:24,2021-01-22 16:04:32.195,2019-12-23,3109948,83
14793,169627,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:15:01.990,19:49:50,2021-01-22 16:04:32.195,2019-12-23,3109948,83
15092,1938,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:15:01.990,19:55:00,2021-01-22 16:04:32.195,2019-12-23,3109948,91
14796,205074,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:21:02.327,19:52:29,2021-01-22 16:04:32.195,2019-12-23,3109948,83
14793,169635,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:31:02.577,20:05:28,2021-01-22 16:04:32.195,2019-12-23,3109948,83
15098,1756,"4,37","2,53","4,2","2,98",1.000,2019-12-23 12:41:02.130,12:32:10,2021-01-22 16:04:32.195,2019-12-23,3109861,89
14797,104425,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:31:02.577,19:54:50,2021-01-22 16:04:32.195,2019-12-23,3109948,93
14795,304678,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:31:02.577,20:00:59,2021-01-22 16:04:32.195,2019-12-23,3109948,93
14794,403281,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:31:02.577,20:01:53,2021-01-22 16:04:32.195,2019-12-23,3109948,93
14793,165337,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:33:04.787,12:03:42,2021-01-22 16:04:32.195,2019-12-23,3109948,100
14793,165337,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:33:04.787,12:04:27,2021-01-22 16:04:32.195,2019-12-23,3109948,100
14793,165337,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:33:04.787,12:04:33,2021-01-22 16:04:32.195,2019-12-23,3109948,100
14793,165337,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:33:04.787,12:04:46,2021-01-22 16:04:32.195,2019-12-23,3109948,100
14790,254050,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:31:02.577,19:57:57,2021-01-22 16:04:32.195,2019-12-23,3109948,101
14791,102733,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:33:04.787,12:17:25,2021-01-22 16:04:32.195,2019-12-23,3109948,100
14791,102733,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:33:04.787,12:17:46,2021-01-22 16:04:32.195,2019-12-23,3109948,100
14790,255969,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:41:02.987,20:14:56,2021-01-22 16:04:32.195,2019-12-23,3109948,81
14795,128567,"6,03","0,0","5,86","0,0",1.000,2019-12-23 19:45:02.913,19:00:02,2021-01-22 16:04:32.195,2019-12-23,3109948,100
14793,486014,"3,0300000000000002","0,0","2,86","0,0",1.000,2019-12-23 10:53:02.037,10:28:30,2021-01-22 16:04:32.195,2019-12-23,2987764,93
14793,486014,"3,0300000000000002","0,0","2,86","0,0",1.000,2019-12-23 10:53:02.037,10:28:30,2021-01-22 16:04:32.195,2019-12-23,2987764,93
15090,1825,"4,37","2,53","4,2","2,98",1.000,2019-12-23 18:51:02.850,18:11:13,2021-01-22 16:04:32.195,2019-12-23,3109861,88
15095,1839,"4,37","2,53","4,2","2,98",1.000,2019-12-23 18:51:02.850,18:35:07,2021-01-22 16:04:32.195,2019-12-23,3109861,88
15093,1930,"4,37","2,53","4,2","2,98",1.000,2019-12-23 16:43:02.247,16:30:27,2021-01-22 16:04:32.195,2019-12-23,3109862,89
14802,168126,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:57:02.420,19:31:19,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14802,168126,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:57:02.420,19:31:22,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14798,168514,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 20:15:01.990,19:40:50,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14799,229010,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 20:15:01.990,19:52:05,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14799,229010,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 20:15:01.990,19:52:06,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14799,229010,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 20:15:01.990,19:52:08,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14795,128583,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 20:15:01.990,19:38:09,2021-01-22 16:04:32.195,2019-12-23,3113746,100
14795,128583,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 20:15:01.990,19:38:10,2021-01-22 16:04:32.195,2019-12-23,3113746,100
14795,128583,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 20:15:01.990,19:38:12,2021-01-22 16:04:32.195,2019-12-23,3113746,100
14793,165549,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 20:21:02.327,19:53:03,2021-01-22 16:04:32.195,2019-12-23,3113746,100
14793,165549,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 20:21:02.327,19:53:06,2021-01-22 16:04:32.195,2019-12-23,3113746,100
14993,21082,"6,03","0,0","5,86","0,0",1.000,2019-12-23 23:21:02.857,22:06:38,2021-01-22 16:04:32.195,2019-12-23,3127092,104
15094,1823,"6,03","0,0","5,86","0,0",1.000,2019-12-23 23:21:02.857,21:06:03,2021-01-22 16:04:32.195,2019-12-23,3127092,114
15095,1792,"4,37","2,53","4,2","2,98",1.000,2019-12-23 17:53:02.847,15:41:01,2021-01-22 16:04:32.195,2019-12-23,3109948,114
15093,1905,"4,37","2,53","4,2","2,98",1.000,2019-12-23 16:03:04.687,15:47:57,2021-01-22 16:04:32.195,2019-12-23,3124362,92
15090,1762,"12,030000000000001","0,0","11,86","0,0",1.000,2019-12-23 10:53:02.037,10:39:45,2021-01-22 16:04:32.195,2019-12-23,3113198,91
14793,145742,"12,030000000000001","0,0","11,86","0,0",1.000,2019-12-23 10:53:02.037,10:28:41,2021-01-22 16:04:32.195,2019-12-23,3113198,96
14793,165337,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:33:04.787,12:04:50,2021-01-22 16:04:32.195,2019-12-23,3109861,100
14793,165337,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:33:04.787,12:04:55,2021-01-22 16:04:32.195,2019-12-23,3109861,100
14791,102733,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:33:04.787,12:17:30,2021-01-22 16:04:32.195,2019-12-23,3109861,100
14791,102733,"6,03","0,0","5,86","0,0",1.000,2019-12-23 12:33:04.787,12:17:52,2021-01-22 16:04:32.195,2019-12-23,3109861,100
14801,267736,"12,030000000000001","0,0","11,86","0,0",1.000,2019-12-23 11:13:02.867,10:46:08,2021-01-22 16:04:32.195,2019-12-23,3113198,94
15097,1823,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:31:02.577,20:19:10,2021-01-22 16:04:32.195,2019-12-23,3109948,82
15094,1804,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:31:02.760,21:13:56,2021-01-22 16:04:32.195,2019-12-23,3109948,88
15090,1834,"6,03","0,0","5,86","0,0",1.000,2019-12-23 18:51:02.850,18:24:05,2021-01-22 16:04:32.195,2019-12-23,3109948,88
15093,1990,"6,03","0,0","5,86","0,0",1.000,2019-12-23 18:51:02.850,18:28:06,2021-01-22 16:04:32.195,2019-12-23,3109948,89
14797,104409,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:57:02.420,19:14:57,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14797,104409,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:57:02.420,19:14:58,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14797,104409,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:57:02.420,19:14:59,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14798,65290,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 20:15:01.990,19:44:01,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14798,65290,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 20:15:01.990,19:44:02,2021-01-22 16:04:32.195,2019-12-23,3113746,93
15097,1835,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:21:02.427,21:10:33,2021-01-22 16:04:32.195,2019-12-23,3109948,82
15292,154542,"9,030000000000001","0,0","8,86","0,0",1.000,2019-12-23 19:45:02.913,19:20:29,2021-01-22 16:04:32.195,2019-12-23,3128875,95
15291,433038,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 12:33:04.787,12:20:14,2021-01-22 16:04:32.195,2019-12-23,3113746,95
15300,21487,"6,03","0,0","5,86","0,0",1.000,2019-12-23 18:47:02.707,17:52:03,2021-01-22 16:04:32.195,2019-12-23,3122490,95
15096,1804,"4,37","2,53","4,2","2,98",1.000,2019-12-23 19:03:04.833,18:45:17,2021-01-22 16:04:32.195,2019-12-23,3109861,90
15094,1880,"4,37","2,53","4,2","2,98",1.000,2019-12-23 19:11:02.630,18:54:57,2021-01-22 16:04:32.195,2019-12-23,3109861,91
15090,1990,"4,37","2,53","4,2","2,98",1.000,2019-12-23 23:01:02.033,22:52:25,2021-01-22 16:04:32.195,2019-12-23,3109948,88
15101,1849,"4,37","2,53","4,2","2,98",1.000,2019-12-23 21:45:02.210,21:27:36,2021-01-22 16:04:32.195,2019-12-23,3109861,91
15096,1889,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 21:21:02.427,21:06:39,2021-01-22 16:04:32.195,2019-12-23,3129894,84
15093,1877,"4,37","2,53","4,2","2,98",1.000,2019-12-23 19:57:02.420,19:37:51,2021-01-22 16:04:32.195,2019-12-23,3109948,85
15093,1890,"4,37","2,53","4,2","2,98",1.000,2019-12-23 20:31:02.577,20:16:18,2021-01-22 16:04:32.195,2019-12-23,3109948,85
15090,1753,"4,37","2,53","4,2","2,98",1.000,2019-12-23 11:33:04.497,11:23:43,2021-01-22 16:04:32.195,2019-12-23,3109861,106
14791,53457,"3,5300000000000002","0,0","3,3600000000000003","0,0",1.000,2019-12-23 18:47:02.707,17:28:23,2021-01-22 16:04:32.195,2019-12-23,2864488,94
14801,267937,"3,5300000000000002","0,0","3,3600000000000003","0,0",1.000,2019-12-23 18:47:02.707,17:34:43,2021-01-22 16:04:32.195,2019-12-23,2864488,94
14801,267937,"3,5300000000000002","0,0","3,3600000000000003","0,0",1.000,2019-12-23 18:47:02.707,17:34:44,2021-01-22 16:04:32.195,2019-12-23,2864488,94
14801,267937,"3,5300000000000002","0,0","3,3600000000000003","0,0",1.000,2019-12-23 18:47:02.707,17:34:46,2021-01-22 16:04:32.195,2019-12-23,2864488,94
14805,13110,"3,5300000000000002","0,0","3,3600000000000003","0,0",1.000,2019-12-23 19:11:02.630,18:40:47,2021-01-22 16:04:32.195,2019-12-23,2864488,94
15095,1974,"10,940000000000001","1,96","10,77","2,41",1.000,2019-12-23 21:45:02.210,21:32:27,2021-01-22 16:04:32.195,2019-12-23,3113198,105
15099,1853,"4,37","2,53","4,2","2,98",1.000,2019-12-23 15:41:02.960,15:06:27,2021-01-22 16:04:32.195,2019-12-23,3109948,82
15091,1770,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 11:21:02.120,11:08:45,2021-01-22 16:04:32.195,2019-12-23,3129884,89
15091,1771,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 11:21:02.120,11:10:16,2021-01-22 16:04:32.195,2019-12-23,3129884,89
15092,1770,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 11:21:02.120,11:12:27,2021-01-22 16:04:32.195,2019-12-23,3129884,89
15090,1801,"9,030000000000001","0,0","8,86","0,0",1.000,2019-12-23 12:41:02.130,12:31:25,2021-01-22 16:04:32.195,2019-12-23,2966373,89
15093,1824,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 12:41:02.130,12:33:09,2021-01-22 16:04:32.195,2019-12-23,3129884,82
15102,1765,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 12:41:02.130,12:26:46,2021-01-22 16:04:32.195,2019-12-23,3129884,89
15095,1906,"8,030000000000001","0,0","7,86","0,0",1.000,2019-12-23 18:47:02.707,17:42:27,2021-01-22 16:04:32.195,2019-12-23,3129884,84
15092,2080,"4,37","2,53","4,2","2,98",1.000,2019-12-23 22:31:01.973,22:16:51,2021-01-22 16:04:32.195,2019-12-23,3109948,111
15292,154499,"6,03","0,0","5,86","0,0",1.000,2019-12-23 17:13:02.247,17:02:08,2021-01-22 16:04:32.195,2019-12-23,3122460,95
14801,267786,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 12:33:04.787,11:49:30,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14798,65269,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:03:35,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14798,65269,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:03:37,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14798,65269,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:03:43,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14798,65269,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:03:45,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14798,65269,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:03:49,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14798,65269,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:03:51,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14795,304652,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:07:31,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14795,304652,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:07:33,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14795,304652,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:07:36,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14797,104406,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:10:54,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14797,104406,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:10:54,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14797,104406,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:10:56,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14791,53509,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:11:08,2021-01-22 16:04:32.195,2019-12-23,3113746,94
15090,1869,"4,37","2,53","4,2","2,98",1.000,2019-12-23 15:41:02.960,14:54:56,2021-01-22 16:04:32.195,2019-12-23,3109861,82
15099,1863,"4,37","2,53","4,2","2,98",1.000,2019-12-23 15:41:02.960,15:28:31,2021-01-22 16:04:32.195,2019-12-23,3109861,82
14792,481027,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 22:43:02.550,22:12:17,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14792,481027,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 22:43:02.550,22:12:18,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14792,481027,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 22:43:02.550,22:12:22,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14792,481042,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 23:01:02.033,22:34:27,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14792,481042,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 23:01:02.033,22:34:31,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14792,481042,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 23:01:02.033,22:34:33,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14792,84880,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 23:01:02.033,22:32:14,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14792,84880,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 23:01:02.033,22:32:14,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14792,84880,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 23:01:02.033,22:32:16,2021-01-22 16:04:32.195,2019-12-23,3113746,94
14992,6386,"6,03","0,0","5,86","0,0",1.000,2019-12-23 15:41:02.960,14:24:05,2021-01-22 16:04:32.195,2019-12-23,3109861,108
14792,480920,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:14:45,2021-01-22 16:04:32.195,2019-12-23,3113746,93
14792,480920,"4,03","0,0","3,8600000000000003","0,0",1.000,2019-12-23 19:45:02.913,19:14:47,2021-01-22 16:04:32.195,2019-12-23,3113746,93
